Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
ygeR	U00096.3	2999136	2999891	-	756	211	308	263	233	129	210	212	240	194	207	94	103	108	113	114
xdhA	U00096.3	3000345	3002603	+	2259	1226	2546	1851	1637	825	743	1060	961	776	1208	356	237	131	271	385
xdhB	U00096.3	3002614	3003492	+	879	995	2137	1439	1426	671	613	801	730	576	793	163	109	63	147	239
xdhC	U00096.3	3003489	3003968	+	480	783	1533	1014	1066	527	409	553	513	398	618	128	86	41	90	147
ygeV	U00096.3	3004008	3005786	-	1779	1101	2231	1510	1564	867	1085	1114	1181	1136	1251	140	133	69	132	166
ygeW	U00096.3	3006262	3007452	+	1191	1025	2014	1533	1349	715	544	827	591	588	1010	257	87	47	65	144
ygeX	U00096.3	3007510	3008706	+	1197	398	915	602	660	322	351	431	389	349	639	168	60	27	42	101
ygeY	U00096.3	3008764	3009975	+	1212	902	1634	1121	1073	592	448	607	489	463	1006	285	98	34	58	128
hyuA	U00096.3	3010028	3011413	+	1386	173	344	183	168	101	179	205	199	151	284	67	25	15	29	47
yqeA	U00096.3	3011461	3012393	+	933	170	243	188	166	96	168	154	164	149	415	77	23	21	32	34
yqeB	U00096.3	3012614	3014239	-	1626	1884	3559	3319	2740	1634	1094	1331	1031	1183	1212	141	123	44	105	203
yqeC	U00096.3	3014287	3015057	-	771	381	678	526	534	305	277	279	263	271	339	35	30	27	27	41
mocA	U00096.3	3015160	3015738	+	579	88	108	100	79	34	96	129	81	88	102	13	10	6	10	20
ygfK	U00096.3	3016060	3019158	+	3099	559	1102	859	649	411	382	558	389	414	599	206	110	80	100	120
ssnA	U00096.3	3019161	3020489	+	1329	395	773	558	488	315	330	350	352	346	466	181	50	23	38	107
ygfM	U00096.3	3020540	3021319	+	780	414	882	624	637	312	303	382	308	282	372	146	48	12	48	70
xdhD	U00096.3	3021316	3024186	+	2871	1944	4412	2691	2704	1541	1557	1855	1522	1488	2212	772	246	88	188	431
xanQ	U00096.3	3024351	3025751	+	1401	249	375	243	266	138	129	121	122	101	128	71	47	11	31	25
guaD	U00096.3	3025766	3027085	+	1320	262	441	300	275	174	165	164	166	142	161	109	50	18	35	38
ghxQ	U00096.3	3027121	3028488	+	1368	116	136	77	100	74	105	98	106	57	120	75	30	25	20	21
ygfS	U00096.3	3028524	3029012	-	489	123	227	164	142	117	42	97	66	59	121	32	19	10	22	29
ygfT	U00096.3	3029012	3030931	-	1920	372	666	507	401	206	145	238	171	138	286	77	48	21	55	72
uacT	U00096.3	3031367	3032815	+	1449	66	60	69	31	37	14	28	23	11	27	13	24	9	23	12
yqfG	U00096.3	3032817	3032942	+	126	8	9	6	5	6	0	5	5	1	5	2	3	1	7	1
yqfH	U00096.3	3032939	3033010	-	72	5	4	2	2	2	2	1	0	1	2	2	0	2	5	1
idi	U00096.3	3033065	3033613	+	549	50	42	44	39	23	42	24	21	29	36	11	14	19	12	16
lysS	U00096.3	3033657	3035174	-	1518	872	1659	1050	1254	665	2705	1694	2332	2427	2473	515	363	609	327	448
prfB	U00096.3	3035184	3036282	-	1099	760	1380	821	1093	562	1971	1323	1608	1584	1390	421	353	497	301	378
recJ	U00096.3	3036373	3038106	-	1734	263	428	320	421	257	913	568	716	808	1024	122	103	153	93	180
dsbC	U00096.3	3038112	3038822	-	711	535	863	615	681	459	833	499	566	600	523	185	229	188	153	184
xerD	U00096.3	3038847	3039743	-	897	617	912	591	681	417	442	321	317	321	266	94	152	145	144	122
fldB	U00096.3	3039855	3040376	+	522	155	219	164	236	112	214	194	218	219	300	142	134	183	129	136
ygfX	U00096.3	3040416	3040823	-	408	148	285	196	224	190	259	148	219	213	246	127	115	181	114	93
sdhE	U00096.3	3040804	3041070	-	267	110	191	136	144	76	227	152	207	187	248	147	126	188	128	132
ygfZ	U00096.3	3041313	3042293	+	981	128	186	149	205	105	203	116	178	151	209	126	79	140	66	78
yqfA	U00096.3	3042489	3043148	-	660	447	546	620	404	316	300	206	209	226	341	103	253	184	241	280
yqfB	U00096.3	3043312	3043623	-	312	51	56	41	49	37	61	34	58	54	70	42	27	36	30	33
bglA	U00096.3	3043662	3045101	+	1440	192	267	192	191	147	303	172	280	252	294	190	149	227	110	119
ygfF	U00096.3	3045158	3045901	-	744	217	471	258	340	224	460	253	284	382	275	106	99	101	87	113
gcvP	U00096.3	3046168	3049041	-	2874	1347	2534	1855	2348	1691	3547	1980	2753	2877	2379	1472	1093	1489	816	1010
gcvH	U00096.3	3049160	3049549	-	390	648	1154	867	1006	890	962	540	793	794	597	623	607	579	400	366
gcvT	U00096.3	3049573	3050667	-	1095	673	1232	952	1215	968	1128	738	928	927	743	825	678	675	593	469
yqfI	U00096.3	3050958	3051041	+	84	90	137	101	156	75	20	9	10	12	10	13	13	5	10	7
ubiI	U00096.3	3051115	3052317	-	1203	339	658	472	510	326	2077	1152	1660	1650	1742	184	137	202	144	294
ubiH	U00096.3	3052340	3053518	-	1179	286	564	372	415	297	1251	668	988	981	1178	183	152	200	141	239
pepP	U00096.3	3053515	3054840	-	1326	406	684	550	517	361	1216	661	992	948	1128	339	260	421	269	308
ygfB	U00096.3	3054866	3055444	-	579	217	341	264	295	180	441	281	382	354	366	167	160	220	154	161
zapA	U00096.3	3055612	3055941	+	330	401	756	604	713	419	1219	865	1230	1034	1900	690	486	744	510	690
ssrS	U00096.3	3055983	3056165	+	183	814	1904	1431	1997	983	6684	4855	5945	4420	13150	6202	3548	16993	4696	6975
fau	U00096.3	3056241	3056789	+	549	142	195	154	214	109	234	165	180	218	237	90	61	81	65	78
sibC	U00096.3	3056851	3056991	+	141	17	34	27	38	34	74	34	50	50	66	42	20	49	38	35
ibsC	U00096.3	3056890	3056949	-	60	9	27	20	30	24	61	26	40	40	54	38	20	42	36	34
serA	U00096.3	3057178	3058410	-	1233	223	340	296	354	266	498	309	519	441	456	266	195	333	198	197
rpiA	U00096.3	3058666	3059325	-	660	99	147	94	134	60	170	103	176	169	210	141	114	172	73	74
argP	U00096.3	3059753	3060646	+	894	128	167	105	151	83	138	91	169	136	191	103	73	117	61	60
scpA	U00096.3	3060850	3062994	+	2145	104	74	90	46	46	46	34	31	42	58	20	21	27	33	20
argK	U00096.3	3062987	3063982	+	996	53	31	40	23	31	13	16	8	20	22	3	5	8	6	11
scpB	U00096.3	3063993	3064778	+	786	38	24	28	16	21	20	12	13	16	21	2	2	6	6	1
scpC	U00096.3	3064802	3066280	+	1479	83	72	81	33	56	42	28	35	37	34	7	14	12	17	8
ygfI	U00096.3	3066277	3067173	-	897	72	67	59	46	34	26	46	27	33	63	10	16	11	17	20
yggE	U00096.3	3067340	3068080	-	741	162	247	173	190	92	225	170	191	201	274	62	76	185	67	127
argO	U00096.3	3068173	3068808	-	636	39	32	29	25	24	58	43	38	47	62	17	10	21	12	18
mscS	U00096.3	3068947	3069807	-	861	75	96	79	68	62	201	117	152	153	178	95	94	164	77	113
fbaA	U00096.3	3070165	3071244	-	1080	998	1770	1368	1235	1051	3589	2369	3300	2942	3952	1763	1440	2584	1096	1264
pgk	U00096.3	3071459	3072622	-	1164	952	1710	1315	1374	866	2801	2124	2829	2501	3284	1459	1140	1847	971	1092
epd	U00096.3	3072672	3073691	-	1020	333	570	474	460	296	1027	891	1073	1008	1362	454	347	504	360	489
yggC	U00096.3	3073976	3074689	-	714	187	234	162	188	127	198	155	190	144	129	46	50	51	52	43
fumE	U00096.3	3074686	3075195	-	510	182	212	172	181	130	183	137	152	137	130	43	64	52	48	54
yggF	U00096.3	3075217	3076182	-	966	46	34	27	23	13	15	9	13	14	14	2	10	4	8	9
yggP	U00096.3	3076179	3077456	-	1278	55	36	28	23	23	18	9	17	12	13	3	9	8	9	10
cmtA	U00096.3	3077471	3078859	-	1389	52	26	33	14	23	8	7	11	8	9	6	10	5	10	3
cmtB	U00096.3	3078887	3079330	-	444	24	13	21	17	14	1	4	3	2	5	0	5	1	5	1
tktA	U00096.3	3079644	3081635	-	1992	494	764	543	623	431	1146	738	894	881	1032	494	494	913	363	409
loiP	U00096.3	3081913	3082671	+	759	489	714	496	598	265	219	232	253	224	285	171	172	273	150	183
speB	U00096.3	3082877	3083797	-	921	129	217	137	183	115	197	159	160	149	172	120	116	131	76	81
speA	U00096.3	3083935	3085911	-	1977	974	1679	1151	1321	1051	3003	1865	2207	1989	2601	903	547	820	401	474
yqgB	U00096.3	3085920	3086051	-	132	53	92	64	61	45	143	77	116	82	126	38	22	36	9	14
yqgC	U00096.3	3086187	3086402	+	216	285	452	326	382	191	665	525	495	478	558	238	174	243	154	110
yqgD	U00096.3	3086399	3086650	-	252	10	6	7	5	2	14	6	8	8	5	5	4	3	5	4
metK	U00096.3	3086706	3087860	+	1155	54	73	55	58	52	149	93	110	75	135	85	61	77	34	33
galP	U00096.3	3088284	3089678	+	1395	88	93	97	74	87	102	97	82	59	185	19	53	39	32	49
yggI	U00096.3	3089755	3090252	+	498	36	27	22	13	20	18	9	11	17	21	10	14	13	17	8
endA	U00096.3	3090347	3091054	+	708	57	16	15	14	17	17	12	13	14	11	2	5	14	8	3
rsmE	U00096.3	3091134	3091865	+	732	93	164	108	119	93	187	135	170	153	163	49	68	90	69	51
gshB	U00096.3	3091878	3092828	+	951	260	395	294	312	245	497	448	520	541	548	165	180	225	147	166
yqgE	U00096.3	3092937	3093500	+	564	118	201	132	164	106	289	181	284	241	252	129	105	137	84	126
yqgF	U00096.3	3093500	3093916	+	417	104	157	111	142	84	222	143	200	194	187	84	64	105	67	79
yggR	U00096.3	3094100	3095080	-	981	71	71	32	42	36	47	34	48	41	64	23	29	27	25	20
yggS	U00096.3	3095098	3095802	+	705	86	107	79	111	53	154	98	131	107	142	52	80	77	60	52
yggT	U00096.3	3095820	3096386	+	567	203	248	233	238	146	314	234	216	209	374	118	171	175	116	102
yggU	U00096.3	3096383	3096673	+	291	69	116	80	96	53	116	79	91	84	106	29	47	59	38	29
rdgB	U00096.3	3096681	3097274	+	594	97	161	113	123	89	210	134	166	160	220	63	72	92	65	61
yggW	U00096.3	3097267	3098403	+	1137	441	449	321	336	266	382	294	292	292	314	110	128	142	124	85
yggM	U00096.3	3098558	3099565	-	1008	90	97	40	61	42	28	18	32	30	23	13	7	6	14	14
ansB	U00096.3	3099682	3100728	-	1047	582	1394	1113	831	576	618	832	676	635	1241	200	155	160	215	214
yggN	U00096.3	3100904	3101623	-	720	144	156	110	150	83	183	127	145	175	154	81	70	77	61	44
yggL	U00096.3	3101807	3102133	-	327	147	192	151	162	111	243	154	209	218	239	107	90	141	54	78
trmI	U00096.3	3102133	3102852	-	720	306	461	324	368	235	340	233	261	262	184	110	142	118	121	98
mutY	U00096.3	3103013	3104065	+	1053	125	140	112	131	88	169	93	117	127	100	56	63	91	39	41
yggX	U00096.3	3104093	3104368	+	276	134	226	143	149	84	143	86	108	115	113	46	69	80	45	30
mltC	U00096.3	3104433	3105512	+	1080	116	231	151	139	87	144	120	126	137	96	34	53	62	52	41
nupG	U00096.3	3105714	3106970	+	1257	162	187	156	155	90	61	57	56	71	105	47	64	46	54	33
speC	U00096.3	3107020	3109155	-	2136	379	450	348	374	234	547	366	345	383	314	62	94	146	78	64
yqgA	U00096.3	3109553	3110260	+	708	69	29	31	30	18	23	20	19	21	50	4	12	11	14	13
pheV	U00096.3	3110366	3110441	+	76	13	4	10	5	7	9	3	6	3	7	3	1	7	2	2
yghD	U00096.3	3110590	3111126	-	537	39	36	26	25	22	20	17	20	16	27	5	4	9	11	10
yghG	U00096.3	3113067	3113477	-	411	19	10	5	11	6	3	6	3	1	1	1	1	1	0	3
pppA	U00096.3	3113543	3114352	-	810	37	16	18	20	18	15	18	11	14	9	7	7	9	6	6
yghJ	U00096.3	3114550	3119112	-	4563	261	286	261	211	166	664	440	537	557	467	45	54	48	52	106
glcA	U00096.3	3119597	3121279	-	1683	86	103	34	52	26	49	174	93	91	49	228	170	230	277	136
glcB	U00096.3	3121634	3123805	-	2172	893	1626	687	1174	524	698	2319	1415	1122	550	2924	2652	2912	3192	1694
glcG	U00096.3	3123827	3124231	-	405	571	1238	494	842	352	347	1288	783	623	172	1227	1759	1526	1974	984
glcF	U00096.3	3124236	3125459	-	1224	244	465	172	306	123	219	646	484	349	219	491	497	618	593	517
glcE	U00096.3	3125470	3126522	-	1053	100	165	68	124	36	92	352	294	198	167	268	183	258	268	235
glcD	U00096.3	3126522	3128021	-	1500	146	317	95	259	74	164	620	772	382	393	574	318	502	448	412
glcC	U00096.3	3128272	3129036	+	765	295	477	375	437	280	228	92	249	171	347	219	217	208	168	159
yghO	U00096.3	3129043	3130215	-	1173	160	210	149	140	104	93	50	111	81	105	64	52	59	54	67
insH-9	U00096.3	3130178	3131194	+	1017	882	1684	1032	1343	696	720	639	924	698	870	304	244	304	277	716
yghQ	U00096.3	3131341	3132408	-	1068	103	105	103	89	69	47	53	49	39	43	20	28	26	27	30
yghR	U00096.3	3132454	3133212	-	759	41	10	12	8	14	7	4	7	6	5	3	9	7	9	2
yghS	U00096.3	3133244	3133957	-	714	28	15	6	15	20	0	4	1	5	5	2	3	5	4	0
yghT	U00096.3	3134131	3134823	+	693	32	11	8	6	7	1	3	7	3	1	2	1	2	7	6
pitB	U00096.3	3134872	3136371	-	1500	84	42	37	18	46	19	9	12	22	28	5	6	11	15	8
gss	U00096.3	3136663	3138522	-	1860	825	1398	1231	960	593	2209	2023	2176	2142	2397	213	258	325	274	574
yghU	U00096.3	3138727	3139593	+	867	204	307	222	262	172	188	110	198	205	265	123	117	173	101	103
hybG	U00096.3	3139716	3139964	-	249	45	68	52	68	44	65	54	60	53	93	18	12	27	15	29
hybF	U00096.3	3139977	3140318	-	342	54	113	86	87	56	150	94	108	121	153	21	26	35	20	40
hybE	U00096.3	3140311	3140799	-	489	102	226	148	170	133	330	192	260	266	343	62	45	89	32	74
hybD	U00096.3	3140792	3141286	-	495	169	344	235	338	212	515	306	482	477	537	125	96	133	73	164
hybC	U00096.3	3141286	3142989	-	1704	1156	1794	1399	1456	960	1554	1061	1376	1446	1347	332	257	292	195	383
hybB	U00096.3	3142986	3144164	-	1179	647	885	715	645	531	629	466	647	601	600	138	142	150	108	194
hybA	U00096.3	3144154	3145140	-	987	532	860	828	751	555	591	455	521	561	497	151	188	154	138	212
hybO	U00096.3	3145143	3146261	-	1119	465	588	519	455	318	372	300	346	341	357	123	129	134	122	164
yghW	U00096.3	3146450	3146737	-	288	12	8	10	6	4	2	1	1	4	0	0	6	1	3	2
yqhI	U00096.3	3147597	3147740	-	144	21	24	14	17	10	7	6	10	7	6	1	1	12	11	10
gpr	U00096.3	3147897	3148937	+	1041	347	634	429	492	272	506	430	506	444	880	318	300	365	347	318
yqhA	U00096.3	3148977	3149471	-	495	208	254	197	197	113	179	142	206	157	259	119	139	174	123	113
yghA	U00096.3	3149662	3150546	+	885	54	51	32	25	26	25	29	28	51	64	15	19	48	17	37
exbD	U00096.3	3150818	3151243	-	426	141	207	164	151	109	158	129	104	125	139	45	60	77	56	54
exbB	U00096.3	3151250	3151984	-	735	141	192	153	115	86	129	124	85	111	103	86	66	88	66	61
metC	U00096.3	3152236	3153423	+	1188	54	65	45	60	39	65	45	63	49	81	48	55	60	45	25
yghB	U00096.3	3153563	3154222	+	660	117	179	141	130	75	163	144	145	168	201	47	72	92	93	91
yqhC	U00096.3	3154262	3155218	-	957	105	88	97	61	51	119	126	109	125	125	54	69	80	82	76
yqhD	U00096.3	3155355	3156518	+	1164	133	148	188	126	105	820	829	765	770	1309	211	191	305	271	322
dkgA	U00096.3	3156623	3157450	+	828	93	140	127	105	75	439	451	448	448	579	125	124	165	150	185
yqhG	U00096.3	3157650	3158576	+	927	69	50	48	42	39	35	23	24	28	35	10	13	10	14	12
yqhH	U00096.3	3158627	3158884	+	258	20	13	7	13	13	21	15	15	12	18	3	3	9	2	2
ygiQ	U00096.3	3158927	3161146	-	2220	332	448	307	409	291	813	595	364	425	325	157	169	304	111	125
ftsP	U00096.3	3161257	3162669	-	1413	173	220	165	180	113	249	168	224	217	251	91	66	94	54	65
plsC	U00096.3	3162744	3163481	-	738	192	233	186	195	110	185	107	139	138	120	55	46	77	55	50
parC	U00096.3	3163715	3165973	-	2259	300	422	308	404	227	673	432	486	525	457	173	191	298	162	148
ygiS	U00096.3	3166111	3167718	-	1608	122	165	106	130	74	59	41	61	48	59	23	22	23	35	19
mqsA	U00096.3	3167851	3168246	-	396	71	109	103	72	50	84	76	74	82	153	37	34	40	49	41
mqsR	U00096.3	3168248	3168544	-	297	103	184	160	141	86	111	150	113	116	139	49	72	47	96	51
ygiV	U00096.3	3168749	3169231	-	483	118	148	172	102	88	136	109	92	89	126	39	48	57	40	40
ygiW	U00096.3	3169284	3169676	-	393	87	137	163	96	64	206	156	161	137	231	67	79	102	75	84
qseB	U00096.3	3169828	3170487	+	660	69	81	49	60	26	47	44	56	39	48	21	23	22	17	12
qseC	U00096.3	3170484	3171833	+	1350	96	93	70	77	52	78	74	90	77	92	34	27	34	20	29
ygiZ	U00096.3	3171879	3172211	-	333	64	65	78	65	39	8	5	4	5	6	1	3	4	5	3
mdaB	U00096.3	3172530	3173111	+	582	124	152	102	102	61	198	176	259	284	242	31	32	60	37	31
ygiN	U00096.3	3173142	3173456	+	315	170	252	177	198	124	299	218	338	422	569	164	99	168	112	147
parE	U00096.3	3173504	3175396	-	1893	1548	2353	1615	1990	1123	2134	1406	1687	1799	1934	367	420	433	348	359
yqiA	U00096.3	3175425	3176006	-	582	553	855	572	679	340	434	345	366	343	336	86	145	127	109	109
cpdA	U00096.3	3176006	3176833	-	828	213	341	260	344	177	402	237	453	320	622	266	201	328	231	236
yqiB	U00096.3	3176858	3177280	-	423	176	263	214	251	143	308	172	341	222	283	169	179	201	177	196
nudF	U00096.3	3177281	3177910	-	630	933	1269	784	925	548	390	263	311	285	213	115	207	187	135	131
tolC	U00096.3	3178115	3179596	+	1482	795	1139	849	999	545	830	555	836	774	857	499	534	678	404	365
ygiA	U00096.3	3179596	3179856	+	261	194	369	216	325	167	306	219	352	274	271	137	198	163	154	161
ygiB	U00096.3	3179744	3180415	+	672	855	1515	1017	1225	863	1419	855	1476	1319	1717	616	934	802	691	655
ygiC	U00096.3	3180421	3181581	+	1161	593	1175	853	906	644	1583	1073	1617	1568	1831	581	754	672	626	579
ygiD	U00096.3	3181619	3182434	-	816	111	147	102	119	63	92	66	91	90	87	36	40	42	37	36
zupT	U00096.3	3182550	3183323	+	774	100	184	134	168	103	212	210	266	260	387	100	90	114	86	98
yqiD	U00096.3	3183381	3183551	-	171	45	45	31	31	23	20	34	41	29	71	9	9	6	15	18
ribB	U00096.3	3183813	3184466	-	654	506	1124	1011	1040	749	3412	2235	3626	2084	4843	1427	1967	2331	1999	2181
ubiK	U00096.3	3184840	3185130	+	291	95	122	121	129	55	157	83	127	124	120	72	61	95	42	57
ygiL	U00096.3	3185414	3185965	+	552	14	8	20	12	2	4	3	1	4	2	3	2	1	7	0
insC-5	U00096.3	3186187	3186552	+	366	35	45	24	24	19	54	22	35	36	29	8	16	32	14	13
insD-5	U00096.3	3186510	3187415	+	906	67	71	33	51	34	61	40	55	49	47	16	25	28	24	17
yqiH	U00096.3	3189881	3190630	+	750	39	20	23	13	17	14	7	14	7	11	5	5	2	5	4
yqiI	U00096.3	3190632	3191696	+	1065	50	46	40	35	26	22	9	25	18	40	5	10	11	14	6
glgS	U00096.3	3191739	3191939	-	201	394	610	881	500	318	415	763	866	601	1627	536	781	613	1024	1172
yqiJ	U00096.3	3192208	3192837	+	630	50	32	28	32	27	16	14	13	11	3	8	10	12	8	10
yqiK	U00096.3	3192864	3194525	+	1662	65	63	50	48	35	59	40	38	44	40	26	26	23	30	15
sibD	U00096.3	3194721	3194865	-	145	21	23	20	26	15	53	19	41	47	76	45	12	34	22	19
ibsD	U00096.3	3194766	3194825	+	60	17	22	17	23	15	45	15	32	44	54	37	11	30	20	18
sibE	U00096.3	3195097	3195240	-	144	58	79	66	71	46	145	72	108	99	176	35	21	28	18	33
ibsE	U00096.3	3195141	3195200	+	60	38	51	50	53	33	116	60	87	81	162	33	16	24	14	29
rfaE	U00096.3	3195320	3196753	-	1434	514	864	577	628	454	1645	916	1240	1289	1125	235	243	328	183	284
glnE	U00096.3	3196801	3199641	-	2841	727	1291	814	939	663	1772	852	1366	1406	1179	297	242	320	220	394
ygiF	U00096.3	3199664	3200965	-	1302	264	416	273	370	259	411	247	328	297	352	121	127	132	113	138
ygiM	U00096.3	3201207	3201827	+	621	188	211	181	142	96	133	112	104	131	98	30	43	66	35	55
cca	U00096.3	3201891	3203129	+	1239	141	166	121	138	93	275	210	222	213	310	81	73	124	77	83
bacA	U00096.3	3203310	3204131	-	822	103	167	111	115	91	149	105	93	96	113	64	43	74	44	52
folB	U00096.3	3204221	3204589	-	369	216	275	192	206	155	112	79	82	74	62	37	39	60	47	37
plsY	U00096.3	3204694	3205311	+	618	88	106	60	75	38	66	56	90	63	118	71	40	74	38	46
ttdR	U00096.3	3205324	3206256	-	933	53	29	42	28	15	21	20	11	23	24	10	5	14	12	16
ttdA	U00096.3	3206463	3207374	+	912	32	17	10	5	17	16	29	17	12	26	6	8	32	19	12
ttdB	U00096.3	3207371	3207976	+	606	23	20	14	12	18	24	27	8	13	17	8	14	32	17	23
ttdT	U00096.3	3208024	3209487	+	1464	139	115	103	96	89	75	57	34	41	30	16	28	28	33	26
tsaD	U00096.3	3209530	3210543	-	1014	163	213	168	151	119	237	179	146	169	168	45	63	84	54	56
rpsU	U00096.3	3210781	3210996	+	216	409	656	510	574	402	1282	750	668	814	1282	525	403	601	349	340
dnaG	U00096.3	3211107	3212852	+	1746	861	1481	1020	1215	717	1911	1452	1373	1383	1190	366	276	393	251	280
rpoD	U00096.3	3213047	3214888	+	1842	1312	2014	1547	1493	842	2791	2286	2204	2543	2980	622	366	541	417	564
mug	U00096.3	3214967	3215473	-	507	327	423	267	286	217	146	163	154	147	115	62	112	120	81	71
ileX	U00096.3	3215598	3215673	+	76	7	2	2	3	1	0	1	1	0	0	0	4	2	0	0
nfeF	U00096.3	3215727	3216491	-	765	53	33	23	24	30	20	17	13	20	25	25	18	53	19	17
nfeR	U00096.3	3216779	3217402	+	624	45	41	45	38	23	28	26	28	31	35	35	24	74	26	21
aer	U00096.3	3217556	3219076	-	1521	201	253	156	194	142	211	106	130	141	141	78	55	110	79	72
patA	U00096.3	3219494	3220873	+	1380	60	47	41	44	35	67	47	52	55	68	23	26	48	27	46
ygjH	U00096.3	3220915	3221247	-	333	65	55	30	47	26	13	8	10	8	12	17	22	37	16	19
ebgR	U00096.3	3221466	3222449	+	984	102	105	80	91	59	134	122	120	114	95	36	45	60	28	47
ebgA	U00096.3	3222633	3225725	+	3093	196	194	118	178	112	42	53	49	35	54	25	33	25	43	13
ebgC	U00096.3	3225722	3226171	+	450	63	113	62	85	51	18	11	9	16	17	8	6	7	5	7
ygjI	U00096.3	3226234	3227667	+	1434	52	46	36	45	17	7	7	3	3	5	5	12	8	12	4
ygjJ	U00096.3	3227801	3228871	+	1071	41	45	33	38	26	4	5	2	7	4	3	6	2	5	4
ygjK	U00096.3	3228888	3231239	+	2352	118	85	52	57	53	21	26	27	25	22	13	9	20	23	15
fadH	U00096.3	3231665	3233683	+	2019	361	716	362	708	303	148	52	249	123	424	378	252	180	269	114
higA	U00096.3	3233728	3234144	-	417	53	68	40	56	27	15	23	26	18	41	28	26	25	26	14
higB	U00096.3	3234141	3234455	-	315	113	137	92	105	62	23	41	12	30	29	8	18	16	25	10
rlmG	U00096.3	3234739	3235875	-	1137	91	138	112	132	88	364	306	176	242	170	88	100	178	60	75
ygjP	U00096.3	3235960	3236463	+	504	55	38	42	36	16	29	21	22	22	23	12	17	16	18	8
ygjQ	U00096.3	3236540	3237232	+	693	38	24	19	15	16	15	11	11	9	14	3	9	8	7	3
ygjR	U00096.3	3237311	3238297	+	987	360	589	403	443	280	169	180	221	152	248	136	169	169	190	123
alx	U00096.3	3238580	3239545	+	966	78	71	36	49	40	87	46	83	80	81	40	48	56	31	26
sstT	U00096.3	3239944	3241188	+	1245	402	708	445	624	322	247	173	315	252	518	365	196	311	275	229
ygjV	U00096.3	3241193	3241744	-	552	39	54	29	40	36	41	33	35	20	40	17	18	18	17	20
uxaA	U00096.3	3241827	3243314	-	1488	287	533	593	251	313	421	479	468	369	1352	93	73	80	164	184
uxaC	U00096.3	3243329	3244741	-	1413	266	462	554	200	262	318	436	343	197	919	68	92	94	179	188
exuT	U00096.3	3245224	3246522	+	1299	286	466	827	221	267	362	756	392	299	2023	81	141	69	302	223
exuR	U00096.3	3246652	3247428	+	777	250	343	381	269	226	198	266	204	180	250	115	166	133	144	136
yqjA	U00096.3	3247773	3248435	+	663	526	978	811	643	362	814	512	955	702	1752	259	437	314	291	295
mzrA	U00096.3	3248439	3248822	+	384	188	298	245	237	143	267	191	307	229	510	86	187	105	122	108
yqjC	U00096.3	3248969	3249337	+	369	650	1022	827	706	377	587	378	526	476	741	243	277	289	243	257
yqjD	U00096.3	3249375	3249680	+	306	454	593	546	432	246	354	237	381	286	574	195	172	238	129	186
yqjE	U00096.3	3249683	3250087	+	405	177	230	199	168	109	248	154	203	213	452	150	99	168	89	140
yqjK	U00096.3	3250077	3250376	+	300	29	33	30	48	20	80	57	81	86	200	51	26	55	28	39
yqjF	U00096.3	3250562	3250954	+	393	34	32	25	33	14	42	31	31	27	28	10	5	11	10	5
yqjG	U00096.3	3251024	3252010	+	987	52	56	51	49	27	47	39	53	53	49	45	24	39	19	34
yhaH	U00096.3	3252304	3252669	+	366	39	56	29	26	14	36	26	29	41	70	17	17	29	21	17
yhaI	U00096.3	3252911	3253267	+	357	44	23	18	19	4	4	10	6	9	12	1	1	2	3	3
yhaJ	U00096.3	3253318	3254214	-	897	156	205	133	155	104	211	120	233	195	421	76	86	95	66	76
yhaK	U00096.3	3254319	3255020	+	702	42	43	29	22	21	28	19	22	17	16	6	12	12	13	8
yhaL	U00096.3	3255043	3255207	+	165	26	24	16	25	14	28	11	30	22	81	44	20	22	9	21
cyuA	U00096.3	3255341	3256651	-	1311	250	555	293	578	436	441	527	406	276	560	231	128	142	72	221
cyuP	U00096.3	3256679	3258010	-	1332	276	605	309	625	472	236	351	202	136	236	166	180	111	76	189
tdcG	U00096.3	3258285	3259649	-	1365	1179	3412	1531	1869	1213	3816	2408	3190	3196	4061	380	340	137	148	438
tdcF	U00096.3	3259721	3260110	-	390	357	907	546	528	367	1174	759	944	1020	1457	293	185	97	61	155
tdcE	U00096.3	3260124	3262418	-	2295	2064	4513	2879	2740	2204	4062	2647	3394	3598	4506	1009	727	314	281	719
tdcD	U00096.3	3262452	3263660	-	1209	853	1641	1211	922	879	926	709	809	781	923	264	296	100	121	198
tdcC	U00096.3	3263686	3265017	-	1332	345	551	497	345	349	417	351	385	352	611	271	273	133	125	109
tdcB	U00096.3	3265039	3266028	-	990	322	496	536	323	323	114	155	127	127	186	110	216	64	80	59
tdcA	U00096.3	3266127	3267065	-	939	163	196	224	113	105	36	34	36	20	52	28	117	47	51	27
tdcR	U00096.3	3267380	3267598	+	219	3	1	2	1	0	2	2	3	2	0	0	0	2	0	0
yhaB	U00096.3	3267854	3268393	+	540	22	9	11	8	6	5	3	0	6	4	3	4	1	2	2
yhaC	U00096.3	3268415	3269602	+	1188	43	16	18	11	20	6	5	5	3	0	1	10	0	3	1
